File,Exp,Placuta,Trat,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P,P Err,S,S Err,Cl,Cl Err,K2O,K2O Err,Ca,Ca Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,Ga,Ga Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,Sn,Sn Err,Sb,Sb Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err
919,3,3,lustru,4.1265,0.6604,14.6478,0.3854,65.2928,0.588,0.0535,0.0184,0.0178,0.0135,< LOD,0.0171,2.278,0.0262,6.6265,0.0347,0.3909,0.008,0.009,0.0086,0.0123,0.0055,0.0707,0.0049,3.3642,0.0261,0.0055,0.0034,0.0045,0.0009,0.0036,0.0007,0.0074,0.0008,0.001,0.0005,< LOD,0.0006,< LOD,0.0003,0.0108,0.0007,0.0167,0.0007,0.0029,0.0004,0.0208,0.0007,0.0012,0.0004,< LOD,0.0012,< LOD,0.0009,< LOD,0.0011,< LOD,0.0014,< LOD,0.0011,< LOD,0.0028,< LOD,0.0031,0.0457,0.0073,< LOD,0.0102,< LOD,0.0126,0.0002,0.0002,< LOD,0.0049,< LOD,0.002,,,,,< LOD,0.0014,< LOD,0.0011,0.002,0.0013,< LOD,0.0014,< LOD,0.0008,< LOD,0.0003
920,3,4,matrice,4.3299,0.6747,17.2625,0.4127,65.1187,0.5916,0.0515,0.0174,0.0206,0.0131,< LOD,0.0169,2.7706,0.0288,5.2242,0.0309,0.4227,0.008,0.013,0.0085,0.0108,0.0052,0.0592,0.0043,3.3846,0.0256,0.0051,0.0034,0.0043,0.0009,0.0035,0.0006,0.0068,0.0007,0.0014,0.0005,0.0007,0.0006,< LOD,0.0003,0.0108,0.0007,0.016,0.0007,0.0021,0.0004,0.0195,0.0006,0.0007,0.0004,< LOD,0.0013,< LOD,0.0009,0.0019,0.0011,,,< LOD,0.0011,< LOD,0.0027,0.0032,0.0031,0.0387,0.0071,< LOD,0.01,0.0174,0.0122,< LOD,0.0002,< LOD,0.005,< LOD,0.0019,,,,,< LOD,0.0014,< LOD,0.0012,0.0023,0.0012,< LOD,0.0013,0.0019,0.0008,0.0004,0.0003
921,3,4,matrice,4.0729,0.6558,16.8176,0.4068,63.8744,0.584,0.0568,0.0172,0.0305,0.013,< LOD,0.017,2.7106,0.0284,5.2985,0.0311,0.4322,0.008,0.0116,0.0084,0.0083,0.0049,0.0602,0.0044,3.4619,0.0259,0.0056,0.0035,0.0062,0.001,0.0033,0.0006,0.0071,0.0007,0.0008,0.0004,0.0017,0.0006,0.0004,0.0003,0.0109,0.0007,0.0164,0.0007,0.0027,0.0004,0.0196,0.0007,0.0011,0.0004,< LOD,0.0013,< LOD,0.0009,,,,,< LOD,0.0011,0.0043,0.0027,0.0042,0.003,0.0417,0.0073,< LOD,0.0103,< LOD,0.0125,0.0003,0.0002,< LOD,0.0054,< LOD,0.002,< LOD,0.0015,,,< LOD,0.0014,< LOD,0.0011,0.0014,0.0012,< LOD,0.0012,0.001,0.0008,0.0004,0.0004
922,3,4,matrice,4.9865,0.6752,17.6074,0.4167,65.4404,0.5936,0.0527,0.0171,0.0254,0.0129,< LOD,0.0169,2.8508,0.0292,5.4893,0.0317,0.4518,0.0082,0.018,0.009,0.0089,0.005,0.0583,0.0043,3.5578,0.0263,< LOD,0.0034,0.0053,0.0009,0.0025,0.0006,0.0075,0.0008,0.0009,0.0005,0.0013,0.0006,< LOD,0.0003,0.0112,0.0007,0.0161,0.0007,0.0025,0.0004,0.0172,0.0006,0.0009,0.0004,< LOD,0.0013,< LOD,0.0009,,,,,< LOD,0.0011,< LOD,0.0027,< LOD,0.003,0.0364,0.0071,< LOD,0.0101,< LOD,0.0124,0.0003,0.0002,< LOD,0.0052,< LOD,0.0019,< LOD,0.0015,< LOD,0.0008,< LOD,0.0013,< LOD,0.0012,< LOD,0.0012,< LOD,0.0013,0.0009,0.0008,< LOD,0.0003
923,3,4,lustru,4.807,0.6976,17.5159,0.4162,64.4491,0.587,0.0594,0.0177,0.0237,0.0131,< LOD,0.0169,2.6469,0.0281,5.7655,0.0324,0.4181,0.008,0.0138,0.0089,0.0091,0.0054,0.0587,0.0045,3.3402,0.0255,< LOD,0.0033,0.0046,0.0009,0.0031,0.0006,0.0069,0.0008,0.0011,0.0004,0.001,0.0006,< LOD,0.0003,0.0107,0.0007,0.0159,0.0007,0.0025,0.0004,0.0169,0.0006,0.0008,0.0004,< LOD,0.0013,< LOD,0.0009,0.0013,0.0011,,,< LOD,0.0011,< LOD,0.0028,< LOD,0.003,0.0431,0.0072,< LOD,0.0103,< LOD,0.0127,0.0002,0.0002,< LOD,0.005,< LOD,0.0019,< LOD,0.0015,,,< LOD,0.0013,< LOD,0.0012,< LOD,0.0012,< LOD,0.0013,< LOD,0.0008,< LOD,0.0003
924,3,4,lustru,4.8006,0.6929,17.5218,0.4167,65.0735,0.5906,0.0467,0.0177,0.0202,0.0132,< LOD,0.017,2.6358,0.0281,5.8425,0.0326,0.4163,0.0079,0.0147,0.0086,0.0138,0.0052,0.0697,0.0047,3.3286,0.0255,0.0036,0.0034,0.0053,0.0009,0.0036,0.0007,0.0074,0.0008,0.0012,0.0005,0.0008,0.0006,< LOD,0.0003,0.0105,0.0007,0.0151,0.0007,0.0024,0.0004,0.0167,0.0006,0.001,0.0004,< LOD,0.0013,< LOD,0.0009,,,,,< LOD,0.0011,< LOD,0.0027,< LOD,0.003,0.0386,0.007,< LOD,0.0101,< LOD,0.0124,< LOD,0.0002,< LOD,0.005,< LOD,0.0019,,,,,< LOD,0.0013,< LOD,0.0012,0.0014,0.0012,< LOD,0.0013,< LOD,0.0008,< LOD,0.0003
925,3,4,lustru,3.8929,0.663,17.5161,0.4148,65.0112,0.5899,0.063,0.0175,< LOD,0.0126,< LOD,0.0168,2.6363,0.0281,5.8133,0.0326,0.4098,0.0079,0.0159,0.0087,0.0119,0.0051,0.0599,0.0044,3.3929,0.0258,< LOD,0.0034,0.0055,0.0009,0.0034,0.0006,0.0065,0.0007,0.0012,0.0004,0.0009,0.0006,< LOD,0.0003,0.0105,0.0007,0.0163,0.0007,0.0027,0.0004,0.0181,0.0006,0.0005,0.0004,< LOD,0.0013,< LOD,0.0009,< LOD,0.0011,< LOD,0.0014,< LOD,0.0011,< LOD,0.0027,< LOD,0.003,0.0377,0.0071,< LOD,0.0102,< LOD,0.0125,0.0002,0.0002,< LOD,0.005,< LOD,0.0019,,,,,< LOD,0.0013,< LOD,0.0011,0.0018,0.0012,< LOD,0.0013,< LOD,0.0008,< LOD,0.0003
926,3,5,lustru,3.94,0.6629,15.9817,0.3978,63.9585,0.5823,0.0506,0.0175,0.0272,0.0133,< LOD,0.0171,2.4322,0.027,5.6311,0.032,0.4013,0.0079,0.0099,0.0085,0.0079,0.005,0.0577,0.0044,3.1213,0.0248,< LOD,0.0033,0.0052,0.001,0.0031,0.0007,0.0067,0.0007,0.0011,0.0004,0.0008,0.0006,0.0003,0.0003,0.0097,0.0007,0.016,0.0007,0.0027,0.0004,0.0177,0.0007,0.0008,0.0004,< LOD,0.0012,,,0.0026,0.0011,,,0.0015,0.0011,0.0047,0.0028,< LOD,0.003,0.0467,0.0076,< LOD,0.0103,0.0175,0.0126,0.0002,0.0002,< LOD,0.0051,< LOD,0.0019,,,,,< LOD,0.0013,< LOD,0.0012,0.0014,0.0013,< LOD,0.0012,< LOD,0.0008,< LOD,0.0004
927,3,5,lustru,4.6188,0.6702,15.7933,0.3949,63.816,0.5807,0.0367,0.0171,0.0254,0.0131,< LOD,0.0169,2.3866,0.0267,5.5533,0.0317,0.3684,0.0077,0.009,0.0081,0.007,0.005,0.0591,0.0044,3.0373,0.0244,0.0047,0.0032,0.0051,0.0009,0.003,0.0007,0.0074,0.0008,0.0006,0.0005,0.0012,0.0006,< LOD,0.0003,0.0108,0.0007,0.016,0.0007,0.0026,0.0004,0.0191,0.0007,0.0005,0.0004,< LOD,0.0013,< LOD,0.0009,,,< LOD,0.0014,< LOD,0.0011,0.0048,0.0027,0.0036,0.0029,0.0451,0.0076,0.011,0.0103,< LOD,0.0126,< LOD,0.0002,< LOD,0.0052,< LOD,0.002,,,,,< LOD,0.0013,< LOD,0.0012,0.0013,0.0012,< LOD,0.0013,0.0009,0.0008,< LOD,0.0004
928,3,5,lustru,4.1562,0.6686,16.4192,0.4029,65.1548,0.5892,0.051,0.0175,0.0374,0.0134,< LOD,0.0169,2.4704,0.0272,5.6842,0.0321,0.3935,0.0078,0.0146,0.0086,0.0083,0.005,0.0555,0.0043,3.1374,0.0248,< LOD,0.0033,0.0052,0.001,0.0033,0.0007,0.0063,0.0008,0.0008,0.0004,0.0008,0.0007,< LOD,0.0003,0.0101,0.0007,0.0159,0.0007,0.0023,0.0004,0.0181,0.0007,0.0008,0.0004,< LOD,0.0012,< LOD,0.0009,,,< LOD,0.0014,< LOD,0.0011,< LOD,0.0028,< LOD,0.003,0.0384,0.0075,< LOD,0.0102,0.0183,0.0127,< LOD,0.0002,< LOD,0.0053,< LOD,0.0019,< LOD,0.0016,,,< LOD,0.0014,< LOD,0.0012,< LOD,0.0012,< LOD,0.0014,< LOD,0.0008,< LOD,0.0003
929,4,1,nears,3.1344,0.6056,14.7028,0.3803,63.0695,0.5765,0.0585,0.0173,< LOD,0.0125,< LOD,0.0168,2.427,0.0269,5.392,0.0313,0.3541,0.0076,0.0093,0.0081,0.0072,0.005,0.0678,0.0048,3.0362,0.0245,0.0034,0.0033,0.0047,0.0008,0.0025,0.0006,0.0052,0.0006,0.0005,0.0004,< LOD,0.0005,< LOD,0.0003,0.0084,0.0006,0.0144,0.0007,0.0022,0.0004,0.0187,0.0007,0.0007,0.0004,< LOD,0.0013,< LOD,0.0009,0.0015,0.0012,,,0.0013,0.001,< LOD,0.0025,0.0045,0.0032,0.0346,0.0071,< LOD,0.0096,< LOD,0.0116,< LOD,0.0002,< LOD,0.0053,< LOD,0.0018,,,,,< LOD,0.0013,< LOD,0.001,0.0014,0.0011,< LOD,0.0012,< LOD,0.0009,< LOD,0.0005
930,4,1,nears,3.2396,0.611,14.9253,0.383,64.316,0.5831,0.0475,0.017,< LOD,0.0124,< LOD,0.0167,2.3988,0.0268,5.4629,0.0315,0.3443,0.0075,0.0122,0.0081,0.0166,0.005,0.0673,0.0047,3.0014,0.0244,< LOD,0.0032,0.0042,0.0008,0.003,0.0006,0.0053,0.0006,0.0013,0.0004,< LOD,0.0005,< LOD,0.0003,0.0083,0.0006,0.0142,0.0007,0.002,0.0004,0.0192,0.0007,0.0011,0.0004,< LOD,0.0013,< LOD,0.0009,,,,,< LOD,0.001,< LOD,0.0026,< LOD,0.0032,0.0375,0.007,< LOD,0.0095,< LOD,0.0116,0.0002,0.0002,< LOD,0.0052,< LOD,0.0018,< LOD,0.0015,,,< LOD,0.0013,< LOD,0.001,0.003,0.0012,< LOD,0.0011,< LOD,0.0008,< LOD,0.0004
931,4,1,nears,3.42,0.6067,14.3201,0.3752,63.5566,0.5783,0.0388,0.0165,< LOD,0.0124,< LOD,0.0164,2.3464,0.0264,5.3552,0.0311,0.3418,0.0075,0.0102,0.0083,0.0099,0.0049,0.065,0.0047,2.9724,0.0243,< LOD,0.0032,0.0046,0.0008,0.0029,0.0006,0.0048,0.0006,0.0009,0.0004,0.0008,0.0005,0.0004,0.0003,0.0082,0.0006,0.0147,0.0007,0.0022,0.0004,0.0198,0.0008,0.0007,0.0004,< LOD,0.0013,< LOD,0.0009,,,,,< LOD,0.001,< LOD,0.0026,< LOD,0.0032,0.0333,0.0072,< LOD,0.0095,< LOD,0.0115,0.0003,0.0002,< LOD,0.0052,< LOD,0.0017,,,,,< LOD,0.0013,< LOD,0.001,0.002,0.0011,< LOD,0.0011,< LOD,0.0008,0.0006,0.0005
932,4,2,matrice,2.7595,0.5811,12.6878,0.3499,54.303,0.5236,0.0447,0.0162,0.0194,0.012,< LOD,0.0168,1.9788,0.0238,4.6806,0.0288,0.269,0.0068,< LOD,0.007,0.0109,0.0043,0.0603,0.0045,2.5271,0.0222,< LOD,0.003,0.0047,0.001,0.003,0.0007,0.0051,0.0007,0.0007,0.0004,0.0009,0.0007,< LOD,0.0003,0.0081,0.0007,0.0132,0.0007,0.0024,0.0004,0.023,0.001,< LOD,0.0004,< LOD,0.0013,< LOD,0.0009,,,< LOD,0.0015,< LOD,0.0012,< LOD,0.003,< LOD,0.0029,0.0489,0.0098,< LOD,0.012,< LOD,0.0145,0.0003,0.0002,< LOD,0.0053,< LOD,0.002,< LOD,0.0016,,,< LOD,0.0012,< LOD,0.0012,0.0014,0.0013,< LOD,0.0013,< LOD,0.0008,< LOD,0.0008
933,4,2,matrice,3.015,0.6041,12.1889,0.345,53.9725,0.5214,0.0323,0.016,< LOD,0.0118,< LOD,0.0165,1.9608,0.0237,4.7476,0.029,0.2703,0.0068,< LOD,0.0071,0.0117,0.0042,0.058,0.0046,2.5468,0.0224,< LOD,0.003,0.0048,0.001,0.0028,0.0007,0.0048,0.0007,0.0007,0.0004,0.0007,0.0006,< LOD,0.0003,0.0082,0.0007,0.0133,0.0007,0.0024,0.0004,0.023,0.001,< LOD,0.0004,< LOD,0.0013,< LOD,0.0008,0.002,0.0011,,,< LOD,0.0012,< LOD,0.003,< LOD,0.0029,0.0423,0.01,< LOD,0.0121,< LOD,0.0145,< LOD,0.0002,< LOD,0.0051,< LOD,0.002,,,,,< LOD,0.0012,< LOD,0.0013,0.0019,0.0013,< LOD,0.0013,< LOD,0.0008,< LOD,0.0008
934,4,2,matrice,2.9264,0.5849,12.3727,0.3463,54.1465,0.5225,0.0332,0.0159,< LOD,0.0117,< LOD,0.0165,1.9743,0.0237,4.6478,0.0287,0.2893,0.0069,< LOD,0.0072,0.0123,0.0045,0.056,0.0046,2.5524,0.0224,< LOD,0.003,0.0051,0.001,0.0034,0.0007,0.0054,0.0007,< LOD,0.0004,< LOD,0.0007,< LOD,0.0003,0.0092,0.0007,0.0132,0.0007,0.0021,0.0004,0.024,0.001,0.0006,0.0004,< LOD,0.0013,< LOD,0.0008,0.0014,0.0011,< LOD,0.0015,< LOD,0.0012,< LOD,0.003,< LOD,0.0028,0.0464,0.01,< LOD,0.0121,< LOD,0.0146,< LOD,0.0002,< LOD,0.0054,< LOD,0.0021,< LOD,0.0015,,,< LOD,0.0012,< LOD,0.0012,0.0023,0.0014,< LOD,0.0014,< LOD,0.0008,< LOD,0.0008
935,4,2,lustru,2.5017,0.604,12.2256,0.3534,60.2358,0.555,0.0472,0.0187,0.0414,0.0138,< LOD,0.0171,1.8189,0.0233,7.5586,0.0368,0.3222,0.0075,0.0126,0.0082,0.0106,0.0047,0.0594,0.0047,2.915,0.0248,< LOD,0.0032,0.0049,0.0009,0.0037,0.0007,0.0056,0.0007,0.0006,0.0004,< LOD,0.0006,< LOD,0.0003,0.0091,0.0007,0.0142,0.0007,0.0023,0.0004,0.0203,0.0008,< LOD,0.0004,< LOD,0.0012,< LOD,0.0009,0.0017,0.0011,,,< LOD,0.0011,< LOD,0.0029,< LOD,0.003,0.0376,0.0081,< LOD,0.011,0.0194,0.0133,< LOD,0.0002,< LOD,0.0052,< LOD,0.002,,,,,< LOD,0.0011,< LOD,0.0012,0.0029,0.0013,< LOD,0.0012,< LOD,0.0008,< LOD,0.0005
936,4,2,lustru,2.7529,0.5994,11.7045,0.3449,59.444,0.5515,0.038,0.0177,0.0364,0.0132,< LOD,0.017,1.8309,0.0233,6.9007,0.0352,0.2806,0.0071,0.0112,0.0078,0.0097,0.0045,0.0661,0.0048,2.7896,0.024,0.0037,0.0032,0.004,0.0009,0.0028,0.0007,0.0057,0.0007,0.0009,0.0004,0.0008,0.0007,< LOD,0.0003,0.0092,0.0007,0.0138,0.0007,0.0021,0.0004,0.0199,0.0009,0.0007,0.0004,< LOD,0.0013,< LOD,0.0009,,,< LOD,0.0014,< LOD,0.0012,0.0049,0.003,< LOD,0.003,0.0432,0.0087,< LOD,0.0115,< LOD,0.0141,< LOD,0.0002,< LOD,0.005,< LOD,0.002,,,,,< LOD,0.0013,< LOD,0.0012,0.0017,0.0013,< LOD,0.0014,< LOD,0.0009,< LOD,0.0006
937,4,2,lustru,2.8855,0.6053,12.5003,0.357,63.382,0.5743,0.0449,0.0181,0.0407,0.0136,< LOD,0.0173,1.8948,0.0239,7.1742,0.036,0.3321,0.0076,0.0086,0.008,0.0123,0.0048,0.0591,0.0046,2.8809,0.0245,< LOD,0.0032,0.0049,0.0009,0.0037,0.0007,0.0059,0.0007,0.0008,0.0004,0.0007,0.0006,< LOD,0.0003,0.0088,0.0007,0.0141,0.0007,0.0021,0.0004,0.02,0.0008,< LOD,0.0004,< LOD,0.0013,< LOD,0.0009,0.0013,0.0011,,,< LOD,0.0011,< LOD,0.0029,< LOD,0.003,0.0409,0.0079,< LOD,0.0108,< LOD,0.0133,0.0002,0.0002,< LOD,0.0051,< LOD,0.0019,< LOD,0.0017,,,< LOD,0.0013,< LOD,0.0013,0.0016,0.0013,< LOD,0.0013,< LOD,0.0009,< LOD,0.0004
938,4,3,lustru,3.3058,0.641,14.3059,0.3841,63.5788,0.5771,0.0515,0.0196,0.0771,0.0149,< LOD,0.0177,2.1307,0.0254,9.1588,0.0409,0.3605,0.008,0.0119,0.0088,0.0053,0.0051,0.0728,0.005,3.2359,0.0264,< LOD,0.0033,0.0042,0.0009,0.0039,0.0007,0.0057,0.0007,0.001,0.0004,< LOD,0.0006,< LOD,0.0003,0.009,0.0006,0.0149,0.0007,0.0019,0.0004,0.0166,0.0007,0.0008,0.0004,< LOD,0.0013,< LOD,0.0009,,,,,< LOD,0.0011,0.0064,0.0027,0.0048,0.0031,0.0363,0.0065,< LOD,0.0102,< LOD,0.0125,< LOD,0.0002,< LOD,0.005,< LOD,0.0019,,,,,< LOD,0.0012,< LOD,0.0012,0.0016,0.0012,< LOD,0.0012,< LOD,0.0008,< LOD,0.0002
939,4,3,lustru,3.0876,0.6507,14.386,0.3855,63.754,0.5789,0.0471,0.0195,0.0697,0.0148,< LOD,0.0177,2.1412,0.0255,8.6378,0.0397,0.3695,0.008,0.0102,0.0086,0.0127,0.0051,0.0675,0.0049,3.2642,0.0264,< LOD,0.0033,0.0054,0.0009,0.0033,0.0007,0.0067,0.0008,0.0007,0.0004,0.0016,0.0007,< LOD,0.0003,0.009,0.0007,0.015,0.0007,0.0022,0.0004,0.016,0.0007,0.0009,0.0004,< LOD,0.0012,< LOD,0.0009,< LOD,0.0011,,,< LOD,0.0011,< LOD,0.0028,< LOD,0.0031,0.0358,0.0069,< LOD,0.0105,< LOD,0.013,< LOD,0.0002,< LOD,0.0049,< LOD,0.0019,,,,,< LOD,0.0013,< LOD,0.0012,< LOD,0.0013,< LOD,0.0014,< LOD,0.0009,< LOD,0.0003
940,4,3,lustru,3.2588,0.6442,14.1586,0.3821,63.4549,0.5764,0.0495,0.0194,0.0693,0.0146,< LOD,0.0173,2.1131,0.0252,8.8637,0.0402,0.3708,0.008,0.0142,0.0089,0.01,0.0051,0.0706,0.005,3.2102,0.0262,< LOD,0.0033,0.004,0.0009,0.0036,0.0007,0.0073,0.0008,0.0013,0.0004,< LOD,0.0006,< LOD,0.0003,0.0094,0.0007,0.0151,0.0007,0.0024,0.0004,0.0157,0.0007,0.0005,0.0004,< LOD,0.0012,< LOD,0.0009,< LOD,0.0011,,,< LOD,0.0011,0.0037,0.0028,< LOD,0.0031,0.0307,0.0068,< LOD,0.0104,< LOD,0.0128,< LOD,0.0002,< LOD,0.005,< LOD,0.002,,,,,< LOD,0.0014,< LOD,0.0012,0.0018,0.0013,< LOD,0.0013,< LOD,0.0008,< LOD,0.0002
941,4,4,matrice,3.277,0.6237,15.2468,0.3882,64.0219,0.5834,0.0454,0.017,0.0157,0.0128,< LOD,0.0167,2.4443,0.0271,5.5439,0.0318,0.3515,0.0076,0.0134,0.0082,0.006,0.0046,0.0624,0.0045,3.1043,0.0247,< LOD,0.0033,0.0051,0.0009,0.0026,0.0006,0.006,0.0007,0.0007,0.0004,0.0006,0.0006,< LOD,0.0003,0.0092,0.0006,0.0144,0.0007,0.0024,0.0004,0.0182,0.0007,0.0006,0.0004,< LOD,0.0013,< LOD,0.0009,0.0018,0.0011,,,< LOD,0.0011,0.0039,0.0028,< LOD,0.0031,0.0452,0.0077,< LOD,0.0105,< LOD,0.0128,< LOD,0.0002,< LOD,0.0054,< LOD,0.0019,< LOD,0.0016,,,< LOD,0.0014,< LOD,0.0012,0.0014,0.0012,< LOD,0.0013,< LOD,0.0008,< LOD,0.0004
942,4,4,matrice,2.9326,0.6053,15.0392,0.3848,63.4653,0.5797,0.044,0.0169,0.027,0.0129,< LOD,0.0167,2.361,0.0266,5.5059,0.0317,0.3439,0.0075,< LOD,0.008,0.0137,0.0049,0.068,0.0047,3.0803,0.0247,< LOD,0.0033,0.0047,0.0009,0.0038,0.0007,0.0058,0.0007,0.0008,0.0004,0.0012,0.0006,< LOD,0.0003,0.0094,0.0006,0.0144,0.0007,0.0023,0.0004,0.0178,0.0007,0.0009,0.0004,< LOD,0.0013,< LOD,0.0009,0.0014,0.0011,,,< LOD,0.0011,< LOD,0.0027,< LOD,0.0031,0.0385,0.0077,0.0113,0.0104,< LOD,0.0127,< LOD,0.0002,< LOD,0.0053,< LOD,0.0019,< LOD,0.0016,,,< LOD,0.0013,< LOD,0.0012,0.0013,0.0012,< LOD,0.0012,< LOD,0.0008,< LOD,0.0005
943,4,4,matrice,3.4231,0.6149,15.3217,0.3881,63.6156,0.5809,0.036,0.0166,< LOD,0.0127,< LOD,0.0167,2.4288,0.0269,5.4161,0.0314,0.3619,0.0076,0.0112,0.0083,0.012,0.005,0.0641,0.0046,2.998,0.0243,< LOD,0.0032,0.0044,0.0009,0.0037,0.0007,0.0054,0.0007,0.0007,0.0004,0.0008,0.0006,< LOD,0.0003,0.0093,0.0006,0.0143,0.0007,0.0026,0.0004,0.0174,0.0007,0.0008,0.0004,< LOD,0.0013,< LOD,0.0009,,,< LOD,0.0013,< LOD,0.0011,< LOD,0.0027,< LOD,0.0031,0.031,0.0075,< LOD,0.0102,< LOD,0.0123,< LOD,0.0002,< LOD,0.0054,< LOD,0.0019,< LOD,0.0015,,,< LOD,0.0014,< LOD,0.0011,0.0013,0.0012,< LOD,0.0013,0.0009,0.0009,0.0004,0.0004
944,4,4,lustru,3.4842,0.6486,15.8687,0.3969,62.5038,0.5741,0.0555,0.0182,0.035,0.0136,< LOD,0.0172,2.3155,0.0263,6.5058,0.0344,0.3438,0.0076,< LOD,0.0079,0.0055,0.0049,0.0632,0.0046,2.9734,0.0244,< LOD,0.0032,0.0052,0.0009,0.0036,0.0006,0.0062,0.0007,0.0006,0.0004,0.0009,0.0006,< LOD,0.0003,0.0086,0.0006,0.0137,0.0007,0.0018,0.0004,0.0171,0.0007,0.0005,0.0004,< LOD,0.0013,< LOD,0.0009,0.0014,0.0011,< LOD,0.0013,< LOD,0.0011,0.0055,0.0027,< LOD,0.003,0.039,0.0074,< LOD,0.0105,< LOD,0.0127,< LOD,0.0002,< LOD,0.005,< LOD,0.002,< LOD,0.0015,,,< LOD,0.0013,< LOD,0.0012,0.0014,0.0012,< LOD,0.0012,< LOD,0.0008,< LOD,0.0004
945,4,4,lustru,3.4118,0.6594,15.6518,0.3962,62.8345,0.5756,0.0413,0.0184,0.0524,0.0141,< LOD,0.0169,2.3177,0.0264,7.0292,0.0358,0.3511,0.0077,0.0147,0.0084,0.0104,0.0047,0.0607,0.0045,2.9899,0.0247,< LOD,0.0032,0.0048,0.0009,0.0035,0.0007,0.0068,0.0007,< LOD,0.0004,0.0009,0.0006,< LOD,0.0003,0.0093,0.0006,0.014,0.0007,0.0017,0.0004,0.0162,0.0007,0.0006,0.0004,< LOD,0.0013,< LOD,0.0009,0.0012,0.0011,,,< LOD,0.0011,< LOD,0.0028,< LOD,0.003,0.0404,0.0072,< LOD,0.0105,< LOD,0.0129,< LOD,0.0002,< LOD,0.0051,< LOD,0.002,0.002,0.0016,,,< LOD,0.0012,< LOD,0.0012,0.0014,0.0012,< LOD,0.0012,< LOD,0.0008,< LOD,0.0003
946,4,4,lustru,3.4761,0.651,15.5464,0.3937,62.9496,0.5764,0.0538,0.018,0.0392,0.0136,< LOD,0.0168,2.3263,0.0264,6.4667,0.0343,0.3559,0.0077,0.012,0.0083,0.0111,0.0048,0.0657,0.0046,2.9901,0.0245,< LOD,0.0032,0.0052,0.001,0.0036,0.0007,0.0063,0.0007,0.0009,0.0004,0.001,0.0006,< LOD,0.0003,0.0092,0.0007,0.0137,0.0006,0.0023,0.0004,0.0178,0.0007,0.0008,0.0004,< LOD,0.0013,< LOD,0.0009,0.0016,0.0011,< LOD,0.0014,< LOD,0.0011,< LOD,0.0028,< LOD,0.003,0.0336,0.0075,0.0112,0.0107,< LOD,0.013,0.0002,0.0002,< LOD,0.0052,< LOD,0.0019,,,,,< LOD,0.0013,< LOD,0.0012,< LOD,0.0012,< LOD,0.0013,< LOD,0.0008,< LOD,0.0004
947,4,5,lustru,3.5609,0.6648,16.863,0.4114,64.2663,0.5848,0.0481,0.0187,0.0756,0.0147,< LOD,0.0174,2.4176,0.0271,7.602,0.0373,0.3602,0.0078,0.019,0.0088,0.01,0.0051,0.0682,0.0047,3.2512,0.0258,< LOD,0.0033,0.0049,0.0009,0.0032,0.0006,0.0059,0.0007,0.0012,0.0004,0.0008,0.0006,< LOD,0.0003,0.0095,0.0006,0.0141,0.0007,0.0021,0.0004,0.0172,0.0006,0.0009,0.0004,< LOD,0.0012,< LOD,0.0009,0.0016,0.0011,< LOD,0.0013,0.0013,0.0011,< LOD,0.0027,< LOD,0.0031,0.0327,0.0066,< LOD,0.0102,0.0216,0.0125,< LOD,0.0002,< LOD,0.0053,< LOD,0.0019,,,,,< LOD,0.0014,< LOD,0.0011,0.0024,0.0012,< LOD,0.0012,0.0011,0.0008,< LOD,0.0002
948,4,5,lustru,3.7943,0.6555,17.3057,0.4153,64.7988,0.5878,0.0616,0.0188,0.0782,0.0145,< LOD,0.0173,2.4284,0.0271,7.568,0.0372,0.3712,0.0078,0.0097,0.0084,0.0135,0.0053,0.0671,0.0047,3.2441,0.0257,< LOD,0.0033,0.006,0.0009,0.0035,0.0006,0.0059,0.0007,0.0009,0.0004,0.0011,0.0006,0.0003,0.0003,0.0088,0.0006,0.0138,0.0006,0.0025,0.0004,0.015,0.0006,< LOD,0.0004,< LOD,0.0012,< LOD,0.0009,< LOD,0.0011,< LOD,0.0013,< LOD,0.0011,< LOD,0.0027,< LOD,0.0031,0.0269,0.0065,< LOD,0.0101,< LOD,0.0123,< LOD,0.0002,< LOD,0.0052,< LOD,0.0019,< LOD,0.0015,,,< LOD,0.0013,< LOD,0.0012,< LOD,0.0012,0.0016,0.0013,< LOD,0.0008,0.0002,0.0002
